can_close_early,close_time,created_time,event_ticker,expected_expiration_time,expiration_time,expiration_value,floor_strike,fractional_trading_enabled,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,response_price_units,result,rules_primary,rules_secondary,settlement_timer_seconds,settlement_ts,settlement_value_dollars,status,strike_type,subtitle,tick_size,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title,cap_strike
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,61300.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$61,300 to 61,399.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 61300-61399.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$61,300 to 61,399.99",1,KXBTC-26MAR3018-B61350,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$61,300 to 61,399.99",61399.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,61200.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$61,200 to 61,299.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 61200-61299.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$61,200 to 61,299.99",1,KXBTC-26MAR3018-B61250,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$61,200 to 61,299.99",61299.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,61100.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$61,100 to 61,199.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 61100-61199.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$61,100 to 61,199.99",1,KXBTC-26MAR3018-B61150,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$61,100 to 61,199.99",61199.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,61000.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$61,000 to 61,099.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 61000-61099.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$61,000 to 61,099.99",1,KXBTC-26MAR3018-B61050,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$61,000 to 61,099.99",61099.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60900.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,900 to 60,999.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60900-60999.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,900 to 60,999.99",1,KXBTC-26MAR3018-B60950,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,900 to 60,999.99",60999.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60800.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,800 to 60,899.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60800-60899.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,800 to 60,899.99",1,KXBTC-26MAR3018-B60850,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,800 to 60,899.99",60899.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60700.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,700 to 60,799.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60700-60799.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,700 to 60,799.99",1,KXBTC-26MAR3018-B60750,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,700 to 60,799.99",60799.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60600.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,600 to 60,699.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60600-60699.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,600 to 60,699.99",1,KXBTC-26MAR3018-B60650,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,600 to 60,699.99",60699.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60500.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,500 to 60,599.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60500-60599.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,500 to 60,599.99",1,KXBTC-26MAR3018-B60550,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,500 to 60,599.99",60599.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60400.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,400 to 60,499.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60400-60499.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,400 to 60,499.99",1,KXBTC-26MAR3018-B60450,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,400 to 60,499.99",60499.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60300.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,300 to 60,399.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60300-60399.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,300 to 60,399.99",1,KXBTC-26MAR3018-B60350,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,300 to 60,399.99",60399.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60200.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,200 to 60,299.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60200-60299.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,200 to 60,299.99",1,KXBTC-26MAR3018-B60250,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,200 to 60,299.99",60299.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60100.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,100 to 60,199.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60100-60199.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,100 to 60,199.99",1,KXBTC-26MAR3018-B60150,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,100 to 60,199.99",60199.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,60000.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$60,000 to 60,099.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 60000-60099.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$60,000 to 60,099.99",1,KXBTC-26MAR3018-B60050,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$60,000 to 60,099.99",60099.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59900.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,900 to 59,999.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59900-59999.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,900 to 59,999.99",1,KXBTC-26MAR3018-B59950,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,900 to 59,999.99",59999.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59800.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,800 to 59,899.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59800-59899.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,800 to 59,899.99",1,KXBTC-26MAR3018-B59850,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,800 to 59,899.99",59899.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59700.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,700 to 59,799.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59700-59799.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,700 to 59,799.99",1,KXBTC-26MAR3018-B59750,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,700 to 59,799.99",59799.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59600.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,600 to 59,699.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59600-59699.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,600 to 59,699.99",1,KXBTC-26MAR3018-B59650,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,600 to 59,699.99",59699.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59500.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,500 to 59,599.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59500-59599.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,500 to 59,599.99",1,KXBTC-26MAR3018-B59550,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,500 to 59,599.99",59599.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59400.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,400 to 59,499.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59400-59499.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,400 to 59,499.99",1,KXBTC-26MAR3018-B59450,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,400 to 59,499.99",59499.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59300.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,300 to 59,399.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59300-59399.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,300 to 59,399.99",1,KXBTC-26MAR3018-B59350,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,300 to 59,399.99",59399.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59200.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,200 to 59,299.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59200-59299.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,200 to 59,299.99",1,KXBTC-26MAR3018-B59250,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,200 to 59,299.99",59299.99
True,2026-03-30T22:00:00Z,2026-03-29T09:02:55.403778Z,KXBTC-26MAR3018,2026-03-30T22:05:00Z,2026-04-06T22:00:00Z,66759.15,59100.0,False,0.0000,2026-04-06T22:00:00Z,0.0000,binary,1.0000,0.0000,"$59,100 to 59,199.99",1.0000,0.00,2026-03-30T21:00:00Z,0.0000,0.0000,0.0000,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the simple average of the sixty seconds of CF Benchmarks' Bitcoin Real-Time Index (BRTI) before 6 PM EDT is between 59100-59199.99 at 6 PM EDT on Mar 30, 2026, then the market resolves to Yes.","Not all cryptocurrency price data is the same. While checking a source like Google or Coinbase may help guide your decision, the price used to determine this market is based on CF Benchmarks' corresponding Real Time Index (RTI). At the last minute before expiration, 60 RTI prices are collected. The official and final value is the average of these prices.",60,2026-03-30T22:02:48.102244Z,0.0000,finalized,between,"$59,100 to 59,199.99",1,KXBTC-26MAR3018-B59150,"Bitcoin price range  on Mar 30, 2026?",2026-03-30T22:02:48.281431Z,0.00,0.00,1.0000,0.00,0.0000,0.00,"$59,100 to 59,199.99",59199.99
